Gene,Probe,Pearson,MaxDiff,Tau,Euclid,AvgVar
SLITRK6,A_23_P65307,0.8894,0.8657,0.7244,10.5144,0.726
FAM49A,A_23_P21560,0.8894,0.8016,0.7019,4.7809,0.701
NIPAL4,CUST_1254_PI416379584,0.8893,0.8633,0.7215,9.5143,0.721
C2orf80,A_32_P199462,0.8893,0.8312,0.669,6.8389,0.672
INPP5A,A_24_P26897,0.8893,0.7798,0.6019,5.254,0.6
SIPA1L1,A_23_P76969,0.8891,0.8409,0.6672,4.3596,0.67
PHLDA2,A_23_P47614,0.8891,0.8403,0.7034,9.8858,0.701
C11orf87,A_24_P50228,0.889,0.8675,0.7269,6.9451,0.727
GRM5,A_23_P24361,0.889,0.8397,0.7074,6.0192,0.708
PCSK1,A_24_P174793,0.889,0.8385,0.7225,10.1498,0.725
MAL2,A_23_P60130,0.8888,0.8342,0.7385,9.3758,0.74
RASGRP3,A_24_P54390,0.8887,0.8681,0.7113,7.5839,0.712
UNC13A,A_23_P365494,0.8887,0.8524,0.7036,5.7144,0.705
SFRP1,A_23_P10127,0.8886,0.8463,0.683,7.1353,0.683
LGI2,CUST_427_PI416408490,0.8886,0.8603,0.7052,7.2227,0.705
NEFL,A_24_P18137,0.8885,0.8185,0.7034,8.7328,0.702
YPEL1,A_23_P40548,0.8884,0.8409,0.6955,4.9305,0.699
PAK7,A_24_P344666,0.8883,0.8657,0.7359,6.2969,0.737
PTGER3,CUST_12458_PI416261804,0.8882,0.833,0.6901,9.7553,0.69
RASSF2,A_23_P166087,0.8881,0.8536,0.7099,6.6669,0.708
STXBP5L,A_23_P418785,0.888,0.8736,0.699,5.0611,0.701
APOC1,A_23_P4649,0.888,0.8524,0.7107,8.8988,0.711
EBF1,A_32_P197561,0.888,0.8131,0.7039,6.3046,0.703
GLDN,CUST_5275_PI416261804,0.8879,0.873,0.7179,7.5125,0.717
CPLX1,A_24_P51909,0.8879,0.824,0.7019,6.4194,0.701
HSPB8,A_23_P162579,0.8878,0.8421,0.6806,5.7896,0.682
LMO3,A_24_P381441,0.8878,0.85,0.7248,6.898,0.728
VANGL1,A_24_P199655,0.8878,0.7852,0.5801,5.7691,0.583
IGSF3,A_24_P182461,0.8877,0.7943,0.6062,5.6515,0.603
MAST3,A_23_P426196,0.8877,0.8373,0.6367,5.427,0.64
LOC642597,CUST_1072_PI416379584,0.8876,0.873,0.7147,10.3154,0.716
ODZ2,A_24_P299474,0.8875,0.8143,0.6664,5.4545,0.665
CTSC,A_24_P115762,0.8872,0.7949,0.613,5.1138,0.617
TPPP3,CUST_10201_PI416261804,0.8871,0.8167,0.6639,5.8396,0.667
TMEM196,A_23_P416821,0.8871,0.8536,0.6985,7.8496,0.698
CPNE9,A_23_P57829,0.887,0.8669,0.7005,9.818,0.704
PCSK6,A_23_P390006,0.8869,0.8651,0.7196,8.1328,0.719
SLC18A2,CUST_1351_PI417557136,0.8869,0.6957,0.5681,12.0311,0.565
KCNJ6,A_23_P29057,0.8868,0.8306,0.6828,7.523,0.687
ADAMTS4,A_23_P360754,0.8868,0.8645,0.7085,11.5563,0.708
ECEL1,A_32_P155666,0.8865,0.7937,0.6869,10.6541,0.69
KRT17,A_23_P96158,0.8864,0.7514,0.505,8.8262,0.516
C18orf10,A_23_P141717,0.8863,0.8336,0.6812,5.3009,0.684
SCN1B,A_23_P79015,0.8863,0.8367,0.7162,7.1174,0.717
CARTPT,CUST_142_PI416408490,0.8862,0.833,0.6964,13.8874,0.695
SORBS2,A_23_P121795,0.8862,0.83,0.6657,4.7139,0.67
EMILIN2,A_23_P27315,0.8862,0.8137,0.6726,8.1127,0.671
CHRNA2,CUST_1_PI417511553,0.8861,0.827,0.5937,10.488,0.596
NRP1,A_24_P928052,0.8861,0.7979,0.6462,6.6272,0.646
VSTM2A,CUST_129_PI416573500,0.8859,0.784,0.6064,6.5629,0.608
FAM60A,A_23_P13663,0.8859,0.8403,0.6772,5.6613,0.682
ANKRD34B,A_24_P916073,0.8859,0.8106,0.7115,8.8487,0.712
VAT1,A_23_P26954,0.8858,0.8282,0.6791,5.3962,0.684
LHFPL3,A_32_P158083,0.8857,0.8687,0.7005,5.7618,0.702
PCTK3,CUST_8057_PI416261804,0.8856,0.8711,0.7145,7.4907,0.713
C1orf194,A_32_P15512,0.8856,0.7985,0.6749,9.3742,0.677
SSTR1,A_24_P244706,0.8855,0.8125,0.678,8.168,0.678
KIAA0802,A_23_P360605,0.8852,0.7786,0.5651,5.4398,0.573
EVI2A,A_23_P78092,0.8851,0.8681,0.7109,7.6602,0.711
BSPRY,A_23_P71946,0.885,0.8318,0.6343,8.0803,0.634
COL9A3,A_23_P40108,0.8846,0.8445,0.6905,6.9249,0.689
SCN9A,CUST_557_PI416408490,0.8846,0.7641,0.6685,8.4583,0.668
SLC2A13,A_23_P10211,0.8845,0.7992,0.6595,5.7161,0.656
DLGAP2,A_23_P392317,0.8844,0.8288,0.7153,9.3282,0.717
SLC25A13,A_32_P157402,0.8841,0.8615,0.714,4.5119,0.716
PHYHIP,A_23_P433229,0.884,0.8058,0.6607,6.7531,0.663
CPM,A_23_P162668,0.884,0.856,0.6989,6.4592,0.699
hCG_1776007,A_24_P142343,0.8836,0.8663,0.7001,9.2692,0.705
RNF112,A_23_P107116,0.8835,0.8596,0.6967,5.8323,0.696
HTR2A,CUST_1604_PI417557136,0.8834,0.8572,0.6914,7.0541,0.697
RFTN1,A_23_P315571,0.8833,0.8433,0.6688,6.5825,0.674
KCNH5,A_24_P99145,0.8833,0.8596,0.7122,8.3287,0.716
ELOVL7,A_23_P359277,0.8831,0.8669,0.7064,5.2907,0.706
SSBP4,A_24_P410086,0.8831,0.807,0.6645,4.9618,0.667
RASL10A,A_23_P166400,0.8829,0.8578,0.6995,6.4338,0.703
KCNH3,CUST_1499_PI416261804,0.8829,0.7441,0.5544,7.8093,0.561
NGB,A_23_P140375,0.8826,0.8355,0.7076,9.2364,0.708
CLDN11,A_23_P29800,0.8825,0.8433,0.7146,7.2486,0.714
ACTN2,A_23_P115021,0.8824,0.8227,0.6885,5.9962,0.689
GAD2,CUST_1800_PI417557136,0.8823,0.8028,0.6478,8.0553,0.645
CHRM3,CUST_309_PI417557136,0.8822,0.8554,0.6798,6.9172,0.685
RSPO3,A_24_P106542,0.8821,0.8603,0.6898,8.3351,0.69
GABRQ,CUST_278_PI416408490,0.8821,0.7756,0.6618,10.1402,0.661
HRH1,A_23_P212179,0.882,0.8342,0.7114,6.9646,0.715
TAC3,A_23_P2283,0.882,0.8596,0.7037,12.1278,0.705
FAM19A4,A_32_P71571,0.882,0.8215,0.6274,7.768,0.626
TF,A_23_P212508,0.882,0.8675,0.7057,10.916,0.706
SYNPO,A_23_P213798,0.882,0.827,0.7072,8.4049,0.707
ADAM11,A_23_P207345,0.882,0.8548,0.6932,7.2403,0.695
WIPF1,A_23_P330611,0.8819,0.8687,0.7089,6.9008,0.707
AHNAK2,A_23_P311912,0.8819,0.8355,0.6699,8.2478,0.67
RORA,A_32_P7721,0.8818,0.8373,0.6672,5.9808,0.665
DOC2A,A_23_P152330,0.8818,0.8681,0.7112,9.4939,0.716
KCTD1,A_23_P130352,0.8818,0.8469,0.6594,5.9519,0.663
PLIN3,A_23_P101707,0.8817,0.8482,0.6991,6.4102,0.7
DOK7,A_23_P398854,0.8816,0.8578,0.7246,9.7504,0.724
BHLHE22,A_32_P75581,0.8816,0.8603,0.6928,10.4874,0.695
RBMS1,A_23_P431410,0.8816,0.8324,0.6822,4.7732,0.685
ISOC1,A_23_P250982,0.8816,0.7792,0.6731,5.1589,0.676
QPCT,A_24_P71468,0.8815,0.8064,0.6694,7.3216,0.668
AFF2,CUST_10375_PI416261804,0.8814,0.8149,0.6192,6.5046,0.622
BU540282,A_32_P57013,0.8814,0.853,0.6853,7.6307,0.688
SGK2,A_23_P131801,0.8814,0.8584,0.7139,7.396,0.713
ZNF238,A_23_P200512,0.8814,0.8167,0.66,7.032,0.661
GPM6A,A_23_P121545,0.8813,0.8506,0.7259,5.525,0.727
ASB2,A_23_P205370,0.8811,0.8191,0.6468,8.6244,0.652
ADRA2C,A_23_P256158,0.8811,0.7762,0.5752,6.2837,0.575
ATP4A,A_23_P430728,0.8809,0.5759,0.3151,7.7974,0.329
JPH4,CUST_1204_PI416379584,0.8806,0.8234,0.6762,5.2621,0.679
FRMPD4,A_24_P940275,0.8805,0.8318,0.7081,6.9752,0.708
NKX6-2,A_23_P86587,0.8805,0.8512,0.6952,8.7775,0.694
CPLX2,A_24_P391868,0.8805,0.8518,0.7037,7.4052,0.704
KIAA1239,A_23_P396934,0.8805,0.8615,0.7125,9.8352,0.716
OSBPL1A,A_23_P10442,0.8804,0.8367,0.6953,4.7826,0.697
SLC4A10,A_24_P314786,0.8803,0.8518,0.6902,5.4815,0.693
C12orf34,A_23_P128375,0.8802,0.8367,0.6722,6.1331,0.673
SCGN,A_23_P251412,0.8802,0.7961,0.6204,13.5213,0.621
HOOK1,A_23_P114879,0.8802,0.7393,0.6648,6.0847,0.664
CNDP1,A_23_P9869,0.8801,0.8705,0.6951,10.7262,0.696
NPY,A_23_P256470,0.8801,0.824,0.691,14.7505,0.693
CALB1,CUST_16773_PI416261804,0.8801,0.8336,0.7026,11.9049,0.702
HS3ST1,A_23_P121657,0.88,0.8379,0.676,5.7333,0.677
ENST00000354668,A_24_P257259,0.8799,0.8572,0.6983,7.061,0.697
RDH12,A_23_P37088,0.8798,0.8663,0.6836,8.0934,0.683
SLC35D3,A_24_P392970,0.8797,0.7266,0.5292,8.535,0.532
MME,A_23_P212061,0.8794,0.7707,0.5788,10.4805,0.577
KCNQ5,A_23_P167841,0.8793,0.8361,0.7011,9.0101,0.701
LOC157627,A_32_P81674,0.8791,0.7992,0.6343,7.2275,0.639
AMPD3,A_23_P116286,0.879,0.8699,0.6851,5.9405,0.685
XKR4,A_32_P134007,0.879,0.8711,0.7184,4.6195,0.72
UNC13C,CUST_13746_PI416261804,0.8789,0.8433,0.6712,6.9946,0.669
SATB2,A_32_P174365,0.8788,0.8119,0.5836,8.098,0.592
SERPINF1,A_23_P100660,0.8788,0.8439,0.6948,8.7584,0.699
CCDC85A,A_23_P349566,0.8788,0.833,0.6763,6.6866,0.678
NTS,CUST_2073_PI417557136,0.8787,0.7949,0.6483,13.3706,0.653
ALDH1A1,A_23_P83098,0.8785,0.8203,0.6636,7.7089,0.663
ANXA11,A_23_P35399,0.8785,0.8234,0.6933,5.2544,0.696
CHODL,A_23_P68669,0.8785,0.8131,0.6943,10.3876,0.694
CITED1,CUST_13520_PI416261804,0.8785,0.7762,0.6494,6.7956,0.649
DACT1,A_23_P65518,0.8784,0.8494,0.6728,6.3232,0.676
CHST15,A_23_P383986,0.8784,0.8336,0.6822,5.0394,0.683
GSN,CUST_15062_PI416261804,0.8782,0.8421,0.6802,6.4887,0.678
CPNE4,CUST_12_PI416261804,0.878,0.8778,0.7026,9.976,0.704
CAPN3,A_23_P218190,0.8779,0.8669,0.7064,7.7412,0.706
PDYN,CUST_635_PI417557136,0.8778,0.7985,0.6091,10.4968,0.612
TES,A_24_P55437,0.8778,0.8179,0.6662,7.4527,0.667
CLDND1,A_23_P155556,0.8777,0.8506,0.6985,6.7147,0.698
ELAVL2,A_23_P94571,0.8776,0.8215,0.6301,7.2383,0.63
CNTN2,A_24_P114142,0.8776,0.8566,0.6903,7.6983,0.689
GJC2,A_23_P51729,0.8775,0.8596,0.7022,7.5083,0.702
C8orf68,CUST_3356_PI416261804,0.8774,0.8076,0.5915,6.8515,0.597
SH2D5,A_24_P686965,0.8774,0.8076,0.6668,5.8201,0.668
ZFHX4,A_23_P43095,0.8773,0.8439,0.6792,5.3142,0.681
BDNF,A_23_P127891,0.8772,0.8675,0.7092,9.9972,0.709
MYOZ3,A_32_P88415,0.8771,0.807,0.658,6.0509,0.658
CHRM2,CUST_1944_PI417557136,0.877,0.8615,0.7173,9.325,0.718
KCNC3,A_23_P101516,0.877,0.8052,0.6487,5.5829,0.647
FGF1,A_24_P111106,0.877,0.8409,0.6819,5.4455,0.684
LRFN2,A_32_P82111,0.8768,0.8258,0.6834,5.7288,0.685
EFHD1,A_23_P154338,0.8767,0.8282,0.6672,6.9713,0.665
TMTC1,A_32_P2452,0.8766,0.8221,0.5859,5.9291,0.592
MEIS2,A_23_P88602,0.8766,0.8179,0.681,6.7423,0.68
NPY1R,CUST_492_PI417557136,0.8765,0.8409,0.6864,7.1531,0.686
PPP1R14A,A_24_P296772,0.8763,0.8669,0.6973,8.3921,0.697
KCNJ4,A_24_P6125,0.8763,0.7967,0.5735,11.0691,0.58
SLC5A11,A_23_P37914,0.8763,0.8633,0.7032,10.3236,0.703
SEZ6L,A_23_P80242,0.8762,0.8191,0.661,6.8255,0.659
MCTP1,A_23_P133293,0.8761,0.824,0.6881,6.0887,0.688
FEZF1,CUST_1423_PI416379584,0.876,0.7447,0.5758,9.6217,0.575
SAMD11,A_24_P402510,0.8759,0.8258,0.6983,8.4201,0.7
SEPP1,A_23_P121926,0.8758,0.8524,0.6919,8.161,0.69
CHST8,A_23_P90273,0.8758,0.8391,0.6723,6.8437,0.673
GFRA2,A_24_P96505,0.8758,0.8433,0.6892,6.9435,0.693
KLK6,CUST_14172_PI416261804,0.8757,0.8578,0.7087,8.6143,0.708
TIMP2,A_23_P107401,0.8757,0.8173,0.6188,4.9592,0.624
ADCYAP1,A_23_P38712,0.8756,0.8482,0.6957,10.4029,0.695
VSNL1,A_23_P209978,0.8755,0.8209,0.6625,6.7183,0.669
CD55,A_24_P188377,0.8752,0.8191,0.6645,5.0201,0.667
PRRG1,A_23_P254363,0.8752,0.8312,0.6873,5.7492,0.685
RGS7,A_23_P51587,0.8751,0.8542,0.6962,5.0946,0.698
PPFIBP1,A_24_P811704,0.8751,0.807,0.6608,4.5027,0.66
SYT5,A_24_P373877,0.8749,0.8282,0.6528,5.8994,0.653
FOXP2,A_23_P134542,0.8748,0.8482,0.6872,9.042,0.688
ATOH7,A_32_P78295,0.8748,0.7937,0.5935,8.1837,0.599
NRSN1,A_23_P255616,0.8748,0.7683,0.5503,6.557,0.547
TMEM144,A_23_P133120,0.8747,0.8494,0.6808,8.728,0.68
CAP2,CUST_11192_PI416261804,0.8747,0.8482,0.663,5.3893,0.665
KITLG,A_24_P133253,0.8747,0.8542,0.7008,7.4092,0.704
LOC646627,A_24_P164998,0.8747,0.8088,0.598,10.332,0.607
PERP,A_23_P214950,0.8747,0.7961,0.6584,5.0349,0.662
SORCS1,CUST_8201_PI416261804,0.8745,0.8554,0.6966,7.406,0.697
EPB41,A_23_P160359,0.8745,0.8463,0.6489,6.4305,0.651
EMX2OS,A_24_P892472,0.8745,0.824,0.6922,9.9555,0.692
NKX62,CUST_2127_PI416261804,0.8739,0.8482,0.6809,8.4587,0.681
LNX1,A_23_P213137,0.8738,0.8427,0.6822,5.4268,0.685
SLC32A1,A_23_P307382,0.8737,0.8119,0.6603,8.2571,0.658
CACNB3,A_23_P204016,0.8737,0.824,0.6959,5.65,0.698
GNG13,A_23_P54736,0.8737,0.8221,0.6496,6.6951,0.649
EPHB6,A_23_P145935,0.8737,0.8482,0.6745,7.7095,0.68
AMIGO2,A_23_P14083,0.8735,0.8246,0.6802,8.7691,0.678
RTN4RL1,A_23_P66481,0.8734,0.8488,0.6867,9.9292,0.69
TRIM54,CUST_1601_PI416261804,0.8731,0.7356,0.5095,10.445,0.52
EFHD2,A_23_P23443,0.8731,0.8179,0.6522,6.6272,0.656
SLC45A3,A_24_P208345,0.8731,0.8615,0.699,9.4339,0.699
CA14,A_23_P63379,0.8731,0.8512,0.6906,9.0371,0.69
MCHR2,A_23_P156784,0.873,0.5935,0.3365,6.6197,0.351
ALK,A_23_P324304,0.873,0.7689,0.6488,7.6735,0.648
PRKCG,CUST_524_PI416408490,0.8729,0.8548,0.6739,7.5662,0.676
VWC2L,CUST_57_PI416383280,0.8729,0.8367,0.6291,7.0698,0.629
SLITRK4,A_32_P131640,0.8728,0.8621,0.7069,6.0443,0.71
CHADL,A_24_P340286,0.8728,0.833,0.6819,6.7779,0.681
METTL9,A_23_P206347,0.8727,0.8361,0.6696,3.5686,0.672
ALCAM,A_23_P41227,0.8727,0.7864,0.5791,5.4515,0.583
SHROOM4,A_24_P265064,0.8726,0.8367,0.6888,7.1615,0.687
SYTL1,A_32_P217773,0.8725,0.6636,0.5024,7.71,0.506
PRKCB,CUST_523_PI416408490,0.8725,0.8076,0.6457,5.9215,0.651
NEK10,CUST_1253_PI416573500,0.8723,0.8191,0.6918,6.0491,0.692
SCG2,CUST_13086_PI416261804,0.8723,0.8282,0.6775,6.3228,0.677
CLMN,A_32_P167471,0.8722,0.8276,0.6581,7.5785,0.658
GABRD,A_23_P309720,0.8722,0.8221,0.6795,11.4239,0.683
CDC40,A_23_P33455,0.8721,0.7907,0.5916,4.9746,0.595
SCN3B,A_23_P116259,0.8721,0.8488,0.7064,8.7149,0.707
KCNS1,A_23_P321846,0.872,0.7429,0.5368,8.9375,0.548
KCNAB3,A_23_P125033,0.872,0.8427,0.6762,6.0681,0.679
RNF130,A_23_P41734,0.8719,0.8342,0.6813,5.2081,0.679
TMEM132B,A_32_P153812,0.8719,0.8185,0.6891,6.345,0.692
SCN2A,CUST_16292_PI416261804,0.8718,0.8185,0.6552,6.5203,0.654
WNT4,A_23_P11787,0.8717,0.8433,0.7013,7.6293,0.702
MATN3,CUST_1308_PI416379584,0.8715,0.7701,0.5973,8.2775,0.595
PRICKLE1,A_23_P408285,0.8715,0.853,0.6789,5.2297,0.681
GNG2,A_32_P208403,0.8714,0.8445,0.6842,7.9489,0.683
LOC347475,CUST_745_PI416573500,0.8714,0.8318,0.6634,5.362,0.666
FA2H,A_23_P49448,0.8713,0.8409,0.686,9.2473,0.685
GRASP,A_23_P105442,0.8713,0.8125,0.6398,9.4722,0.644
EXPH5,A_23_P403335,0.8713,0.7344,0.5137,5.9911,0.518
PPP1R1A,A_23_P53417,0.8713,0.8143,0.6278,6.0248,0.631
ADORA2A,A_23_P109436,0.8712,0.6521,0.4065,6.771,0.408
MYLK,A_23_P143817,0.8711,0.8542,0.6813,5.5526,0.68
CDH6,A_23_P214011,0.8711,0.8554,0.6671,6.1735,0.666
GRIA4,CUST_1015_PI416573500,0.8711,0.8058,0.6378,4.876,0.636
VSTM2L,A_23_P79803,0.871,0.8197,0.6443,6.8267,0.647
PTTG1,CUST_7057_PI416261804,0.871,0.7901,0.6433,6.2981,0.647
GABRB2,A_23_P19042,0.871,0.8016,0.6872,6.2246,0.686
PAK6,A_24_P159227,0.8709,0.8264,0.6772,6.7735,0.68
KCNT2,CUST_421_PI416379584,0.8708,0.8445,0.7006,7.2341,0.705
SLC22A18,A_23_P139260,0.8708,0.8179,0.6558,6.0513,0.656
C13orf31,A_23_P374315,0.8708,0.8119,0.6402,7.1333,0.639
KCNJ2,A_23_P329261,0.8708,0.8367,0.678,6.3108,0.679
CAMK2N1,A_23_P11800,0.8708,0.8282,0.6764,4.553,0.678
SSX2IP,A_23_P201376,0.8707,0.8657,0.6862,6.1628,0.691
GAL3ST1,A_23_P120863,0.8707,0.853,0.6721,7.676,0.671
ZDHHC23,A_23_P350689,0.8706,0.8578,0.7004,8.5134,0.704
KCNS3,A_23_P120103,0.8705,0.8482,0.672,6.3248,0.672
SH3TC2,A_23_P7473,0.8705,0.8542,0.6927,8.1043,0.691
RXFP1,A_23_P433050,0.8704,0.6957,0.4335,7.7682,0.446
DCAF6,CUST_9895_PI416261804,0.8704,0.8106,0.6577,5.0107,0.662
RASGEF1B,A_23_P331186,0.8703,0.8451,0.6634,7.2317,0.667
PLEKHG5,A_23_P149626,0.8703,0.8421,0.6844,5.8434,0.685
NDST3,CUST_8301_PI416261804,0.8703,0.8566,0.7163,6.8593,0.718
SLC24A2,CUST_14013_PI416261804,0.8703,0.8191,0.6862,5.5149,0.684
CACNA2D2,CUST_130_PI416408490,0.8703,0.8312,0.6587,6.7455,0.659
AIF1L,A_23_P94380,0.8702,0.8403,0.6887,6.3996,0.687
LOC100131342,A_32_P48329,0.8701,0.7961,0.6239,8.1257,0.626
CLGN,CUST_10920_PI416261804,0.87,0.824,0.6765,5.6036,0.679
NUAK1,A_23_P348257,0.87,0.8155,0.6551,3.7423,0.662
MOG,CUST_11012_PI416261804,0.8699,0.8506,0.6912,9.5043,0.69
HAPLN4,A_23_P430839,0.8699,0.827,0.6819,9.3225,0.683
CHGB,A_23_P382584,0.8699,0.8094,0.6356,7.6663,0.633
RAPGEF4,A_23_P17197,0.8699,0.8113,0.6724,5.9249,0.674
KCNQ3,CUST_401_PI416408490,0.8698,0.8264,0.6735,5.6516,0.673
NPNT,A_23_P253896,0.8696,0.8246,0.684,8.1615,0.684
KCNG3,CUST_374_PI416408490,0.8694,0.8076,0.654,9.5883,0.656
TSPAN18,A_24_P13083,0.8694,0.8046,0.6353,8.3379,0.634
KIT,CUST_419_PI416408490,0.8694,0.8524,0.6988,8.6579,0.697
GLRA3,A_23_P340868,0.8693,0.85,0.683,9.794,0.681
MYH7,A_24_P282383,0.8693,0.7943,0.6968,8.6147,0.697
OVOL2,A_23_P143348,0.8691,0.6158,0.3487,6.6172,0.362
JAKMIP1,CUST_14918_PI416261804,0.8691,0.8149,0.6186,5.5977,0.617
LRRC56,A_23_P368996,0.8691,0.7858,0.6645,6.0832,0.668
POU4F1,A_23_P205164,0.869,0.5632,0.4057,8.8465,0.405
NEGR1,A_23_P396800,0.869,0.8385,0.6791,5.5666,0.679
PCLO,A_23_P70983,0.869,0.7943,0.6582,5.7261,0.657
GLT8D2,A_23_P48198,0.8689,0.8391,0.6902,6.5166,0.691
SORT1,CUST_43_PI416408490,0.8688,0.8064,0.6441,4.9229,0.64
PPM1E,A_23_P49532,0.8687,0.8064,0.5882,6.6546,0.59
SLCO1A2,A_23_P13820,0.8687,0.8379,0.6702,6.0561,0.67
SV2B,A_23_P100022,0.8687,0.8149,0.6958,7.0275,0.697
PMP22,A_23_P100711,0.8686,0.7931,0.6527,7.1283,0.651
CDKN1C,A_23_P428129,0.8686,0.8415,0.6715,7.5829,0.671
FBXW7,A_24_P174613,0.8685,0.83,0.69,5.6596,0.693
GPX3,A_23_P133474,0.8685,0.8391,0.7169,7.6452,0.716
CHD7,A_24_P289383,0.8684,0.83,0.6678,5.5721,0.668
KALRN,CUST_7974_PI416261804,0.8683,0.8385,0.677,7.8566,0.678
SIM1,A_23_P214743,0.8683,0.4634,0.3296,9.3809,0.326
PAQR8,A_23_P214281,0.8682,0.8173,0.6686,4.8213,0.667
SYT17,A_23_P163697,0.8682,0.7877,0.6591,6.8716,0.659
STON1,A_23_P302005,0.868,0.7459,0.6392,8.6801,0.639
MID2,A_23_P159956,0.8679,0.8264,0.6047,4.3356,0.61
ANXA2,A_23_P146644,0.8679,0.8385,0.6991,9.4589,0.699
OPN3,CUST_31_PI416408490,0.8678,0.8385,0.6679,8.4791,0.673
RGS8,A_23_P103424,0.8676,0.8584,0.6868,9.4016,0.69
GPR123,A_23_P327605,0.8676,0.7804,0.5784,5.1111,0.579
C6orf115,A_32_P160972,0.8676,0.8409,0.6715,4.9975,0.675
DNER,A_23_P362148,0.8673,0.8288,0.6807,4.4112,0.682
FOXP1,A_23_P155257,0.8673,0.8433,0.6653,4.1069,0.669
BEAN,A_32_P153195,0.8672,0.8064,0.6206,7.6931,0.622
APOD,A_23_P136777,0.8672,0.8385,0.6801,7.6171,0.678
TPBG,A_23_P59261,0.8671,0.8627,0.6966,10.348,0.701
CLCN5,CUST_1262_PI416379584,0.867,0.7955,0.6393,6.3833,0.644
CRH,CUST_208_PI416408490,0.867,0.8022,0.664,14.1336,0.667
ONECUT1,A_23_P340717,0.867,0.8034,0.6803,9.2561,0.681
FLJ42709,CUST_14870_PI416261804,0.8669,0.8403,0.6804,5.1164,0.683
GABRB3,A_23_P10966,0.8669,0.853,0.6809,5.5477,0.682
CRTAC1,A_23_P431971,0.8668,0.8342,0.6824,7.9716,0.683
TNFRSF21,A_23_P30666,0.8667,0.8119,0.669,4.3917,0.669
C5orf40,A_23_P306489,0.8666,0.7998,0.688,9.8746,0.687
OLFM3,CUST_30_PI416408490,0.8665,0.8052,0.6204,5.8141,0.624
RAPGEFL1,A_23_P152970,0.8664,0.8524,0.6633,5.7123,0.663
REEP3,A_23_P75033,0.8664,0.8391,0.686,5.1278,0.687
GAD1,CUST_1562_PI417557136,0.8664,0.7556,0.6408,6.9145,0.639
DAPL1,A_23_P165598,0.8664,0.8355,0.6735,10.8369,0.674
SLC10A4,A_23_P314811,0.8663,0.8234,0.6721,11.0353,0.673
ANKRD19,A_23_P312565,0.8662,0.8463,0.6826,8.178,0.686
NDE1,A_23_P206901,0.8662,0.8506,0.6884,7.4891,0.688
LRRC8B,A_23_P115167,0.8662,0.8391,0.6664,5.9925,0.672
GDPD5,A_23_P87401,0.8662,0.781,0.6172,6.0791,0.617
SPSB1,A_24_P96961,0.8662,0.8258,0.6894,6.94,0.689
LOXL1,CUST_1411_PI416379584,0.8662,0.8088,0.6811,7.9174,0.682
FBXO32,A_23_P82814,0.866,0.8518,0.6841,5.59,0.683
STAC2,A_32_P152195,0.866,0.8482,0.688,8.1668,0.691
TMEM165,A_23_P133174,0.8659,0.8215,0.6733,5.3352,0.672
GFRA1,A_23_P12686,0.8659,0.8088,0.6883,6.7355,0.69
CALCR,A_23_P134484,0.8658,0.7102,0.5978,9.8121,0.596
ATP2A3,A_23_P207632,0.8657,0.703,0.4458,8.2563,0.442
RASGRP1,A_32_P195478,0.8657,0.8203,0.6822,9.5292,0.682
CCDC39,CUST_1267_PI416261804,0.8657,0.7967,0.6294,7.0364,0.63
DPYSL5,A_23_P210224,0.8656,0.824,0.6562,5.9306,0.658
SLC18A3,CUST_1461_PI417557136,0.8656,0.6733,0.5631,8.4523,0.565
KCNQ1DN,A_23_P150648,0.8655,0.8367,0.6861,8.3094,0.686
PDE1B,A_23_P139585,0.8653,0.7774,0.6146,7.4461,0.616
EDIL3,CUST_4776_PI416261804,0.8653,0.7979,0.6534,5.3114,0.654
B3GAT2,CUST_14906_PI416261804,0.8652,0.8306,0.6381,8.3531,0.642
IL13RA1,A_23_P137196,0.8649,0.8324,0.6525,4.5903,0.657
KIAA2022,A_32_P169505,0.8649,0.81,0.6916,5.3869,0.692
C11orf41,A_24_P727884,0.8648,0.8246,0.6916,6.2,0.694
C1orf173,A_24_P634867,0.8647,0.8566,0.7016,5.5516,0.701
CSMD1,A_23_P255203,0.8646,0.7998,0.639,4.934,0.64
GALNT9,A_23_P252462,0.8645,0.7792,0.6389,7.7218,0.643
TSHZ3,A_23_P361014,0.8642,0.8367,0.6583,5.5614,0.663
TMC6,A_23_P101013,0.8642,0.853,0.6818,7.239,0.682
PLAC2,A_23_P39294,0.8642,0.8209,0.6596,7.7784,0.658
NEURL1B,A_32_P198731,0.8641,0.8076,0.6185,7.4366,0.622
GAL,A_23_P374844,0.8641,0.8596,0.6982,12.8656,0.699
GAP43,CUST_282_PI416408490,0.8641,0.8125,0.6583,6.7768,0.656
SYT10,A_23_P13866,0.8641,0.8191,0.677,9.2929,0.676
SNAP25,A_23_P210756,0.8641,0.7768,0.634,5.9408,0.636
ZNF365,A_24_P226970,0.864,0.824,0.681,5.583,0.686
CNIH2,CUST_856_PI416261804,0.8639,0.8119,0.6614,6.5792,0.659
NOV,A_24_P29885,0.8639,0.8179,0.6424,7.285,0.643
MAB21L1,A_23_P53884,0.8639,0.7326,0.5669,7.4218,0.568
STAT4,A_23_P68031,0.8638,0.7774,0.6063,6.9244,0.611
GALNTL2,A_23_P212119,0.8636,0.8288,0.6817,7.6103,0.681
PCOLCE2,A_23_P57709,0.8635,0.8215,0.6422,7.3465,0.642
